,9043071	Rick Wilson	Alberta	West	Corporate,40732966	Tamara Dahlen	Ontario	Ontario	Corporate
3165,,104516903	Sylvia Foulston	Nova Scotia	Atlantic	Consumer
3166,,15048550	Katrina Bavinger	Ontario	Ontario	Home Office
3167,,100527781	Bryan Mills	Northwest Territories	Northwest Territories	Corporate
3168,,68911769	Corinna Mitchell	Newfoundland	Atlantic	Corporate
3169,,45991563	Sylvia Foulston	Nunavut	Nunavut	Corporate
3170,,29307407	Emily Ducich	Manitoba	Prarie	Consumer
3171,,8520485	Doug Bickford	Ontario	Ontario	Corporate
3172,,44738936	Mike Pelletier	Northwest Territories	Northwest Territories	Small Business
3173,,64261965	Lena Hernandez	British Columbia	West	Home Office
3174,,60006070	Lena Hernandez	Nova Scotia	Atlantic	Home Office
3175,,53512689	Jeremy Ellison	Ontario	Ontario	Small Business
3176,,99851365	Aaron Hawkins	Yukon	Yukon	Home Office
3177,,83966780	Edward Hooks	Nunavut	Nunavut	Consumer
3178,,53855677	Ross DeVincentis	Quebec	Quebec	Corporate
3179,,21051246	Mick Brown	British Columbia	West	Consumer
3180,,75296554	Deborah Brumfield	Manitoba	Prarie	Corporate
3181,,10540824	Dianna Wilson	Ontario	Ontario	Small Business
3182,,91159117	Tony Molinari	Yukon	Yukon	Corporate
3183,,75827252	Hilary Holden	Manitoba	Prarie	Corporate
3184,,23284184	Skye Norling	Nunavut	Nunavut	Home Office
3185,,12299029	Maribeth Schnelling	New Brunswick	Atlantic	Corporate
3186,,6149498	Karl Brown	Nova Scotia	Atlantic	Corporate
3187,,17886187	Susan Vittorini	Ontario	Ontario	Corporate
3188,,23558649	Peter Buhler	British Columbia	West	Consumer
3189,,50465044	Evan Henry	Yukon	Yukon	Corporate
3190,,50320111	Trudy Schmidt	Nova Scotia	Atlantic	Small Business
3191,,7452837	Jennifer Halladay	Ontario	Ontario	Home Office
3192,,45684102	Stefania Perrino	Ontario	Ontario	Corporate
3193,,32001706	Jack O'Briant	Nova Scotia	Atlantic	Home Office
3194,,101365911	Neil Knudson	British Columbia	West	Home Office
3195,,74126979	Allen Armold	British Columbia	West	Home Office
3196,,24078858	Maria Bertelson	Manitoba	Prarie	Corporate
3197,,60780393	Stefania Perrino	Saskachewan	Prarie	Corporate
3198,,61502376	Emily Phan	British Columbia	West	Consumer
3199,,96219608	Roland Black	British Columbia	West	Small Business
3200,,97004664	Chuck Clark	British Columbia	West	Corporate
3201,,29843835	Mike Kennedy	Nova Scotia	Atlantic	Small Business
3202,,33281016	Darren Powers	Alberta	West	Corporate
3203,,83297869	Muhammed Lee	British Columbia	West	Corporate
3204,,71142278	Skye Norling	Northwest Territories	Northwest Territories	Home Office
3205,,70839917	Bradley Drucker	Nova Scotia	Atlantic	Small Business
3206,,36351985	Nicole Brennan	Nova Scotia	Atlantic	Consumer
3207,,24481187	Dennis Bolton	Manitoba	Prarie	Small Business
3208,,82491541	Troy Staebel	Newfoundland	Atlantic	Small Business
3209,,37231359	Corey Roper	Yukon	Yukon	Small Business
3210,,77037253	Bill Tyler	Quebec	Quebec	Consumer
3211,,33133679	Sylvia Foulston	Quebec	Quebec	Home Office
3212,,69488635	Bart Folk	British Columbia	West	Corporate
3213,,54281616	David Flashing	Quebec	Quebec	Home Office
3214,,52336254	Theresa Swint	Quebec	Quebec	Home Office
3215,,47596871	Brendan Murry	Quebec	Quebec	Corporate
3216,,46170980	Sylvia Foulston	Nunavut	Nunavut	Home Office
3217,,52563015	Theone Pippenger	Nova Scotia	Atlantic	Corporate
3218,,6324861	Paul Lucas	Nova Scotia	Atlantic	Corporate
3219,,55087610	Eric Barreto	Quebec	Quebec	Small Business
3220,,64537698	Alan Haines	Quebec	Quebec	Home Office
3221,,91550526	Christina DeMoss	New Brunswick	Atlantic	Home Office
3222,,58724414	Matt Abelman	Manitoba	Prarie	Consumer
3223,,40189087	Ivan Liston	Ontario	Ontario	Consumer
3224,,44667886	Quincy Jones	Yukon	Yukon	Small Business
3225,,45725722	Dianna Wilson	Nova Scotia	Atlantic	Small Business
3226,,27524985	Mark Cousins	Manitoba	Prarie	Home Office
3227,,17604431	Greg Maxwell	Nova Scotia	Atlantic	Home Office
3228,,85580048	Harold Dahlen	Alberta	West	Corporate
3229,,10584324	Christy Brittain	Quebec	Quebec	Consumer
3230,,84184775	Harold Engle	Manitoba	Prarie	Consumer
3231,,36405393	Deborah Brumfield	Nova Scotia	Atlantic	Corporate
3232,,104142658	Arthur Prichep	Ontario	Ontario	Small Business
3233,,36067157	Anne Pryor	Quebec	Quebec	Corporate
3234,,73720984	Kristina Nunn	Nova Scotia	Atlantic	Consumer
3235,,51465599	Benjamin Venier	Ontario	Ontario	Small Business
3236,,96281489	Hallie Redmond	Alberta	West	Home Office
3237,,63248104	Sue Ann Reed	Alberta	West	Consumer
3238,,67448304	Cynthia Delaney	Quebec	Quebec	Home Office
3239,,49065676	Katrina Willman	Ontario	Ontario	Consumer
3240,,33950005	Rick Duston	Ontario	Ontario	Corporate
3241,,50327280	Edward Nazzal	Ontario	Ontario	Small Business
3242,,16132386	Lindsay Castell	Alberta	West	Corporate
3243,,36554514	Kimberly Carter	British Columbia	West	Small Business
3244,,58986820	Mark Cousins	Ontario	Ontario	Home Office
3245,,69473872	Liz Pelletier	Saskachewan	Prarie	Corporate
3246,,50165765	Deanra Eno	Nova Scotia	Atlantic	Corporate
3247,,64966840	Mark Cousins	Manitoba	Prarie	Corporate
3248,,88371652	Ken Heidel	Nova Scotia	Atlantic	Corporate
3249,,51927660	Julia Barnett	Yukon	Yukon	Corporate
3250,,36778322	Kean Thornton	Ontario	Ontario	Corporate
3251,,104919109	Joseph Airdo	Ontario	Ontario	Corporate
3252,,77514197	Bill Tyler	Yukon	Yukon	Consumer
3253,,33619929	Craig Yedwab	Quebec	Quebec	Consumer
3254,,42911135	Aaron Smayling	Manitoba	Prarie	Small Business
3255,,11252896	Jason Gross	Manitoba	Prarie	Small Business
3256,,101231204	Kimberly Carter	British Columbia	West	Home Office
3257,,38268269	Julia West	Northwest Territories	Northwest Territories	Consumer
3258,,100219185	Chad Cunningham	Northwest Territories	Northwest Territories	Small Business
3259,,67791714	Bill Shonely	Quebec	Quebec	Small Business
3260,,12119240	Amy Hunt	Saskachewan	Prarie	Consumer
3261,,99563074	Benjamin Venier	British Columbia	West	Small Business
3262,,70826606	Harold Dahlen	Newfoundland	Atlantic	Consumer
3263,,62925640	Natalie Webber	Newfoundland	Atlantic	Consumer
3264,,93732944	Greg Maxwell	British Columbia	West	Home Office
3265,,77343403	Jennifer Ferguson	Saskachewan	Prarie	Corporate
3266,,40982916	Michael Stewart	Quebec	Quebec	Small Business
3267,,56861570	Michael Stewart	Nova Scotia	Atlantic	Small Business
3268,,89287020	Karen Ferguson	Nova Scotia	Atlantic	Home Office
3269,,37199328	Dennis Bolton	Ontario	Ontario	Small Business
3270,,32396854	Robert Waldorf	Saskachewan	Prarie	Home Office
3271,,94666608	Lauren Leatherbury	British Columbia	West	Home Office
3272,,89313737	Jeremy Lonsdale	Alberta	West	Corporate
3273,,18400683	Maribeth Dona	Quebec	Quebec	Home Office
3274,,7583923	Craig Carroll	Ontario	Ontario	Small Business
3275,,25695577	Sally Hughsby	Ontario	Ontario	Home Office
3276,,87480359	Sandra Flanagan	Ontario	Ontario	Corporate
3277,,83848290	Frank Gastineau	Alberta	West	Small Business
3278,,84793691	Brad Thomas	Yukon	Yukon	Corporate
3279,,98791614	Andy Reiter	Ontario	Ontario	Corporate
3280,,1599613	Tom Prescott	Newfoundland	Atlantic	Small Business
3281,,21295595	Craig Yedwab	Ontario	Ontario	Consumer
3282,,65058193	Don Miller	Nunavut	Nunavut	Home Office
3283,,79874489	Joni Wasserman	Nova Scotia	Atlantic	Consumer
3284,,30988102	Max Engle	Alberta	West	Corporate
3285,,25637113	Ken Heidel	Manitoba	Prarie	Corporate
3286,,70190430	Erica Smith	Ontario	Ontario	Small Business
3287,,53132484	Tim Taslimi	British Columbia	West	Corporate
3288,,93857244	Helen Wasserman	Alberta	West	Home Office
3289,,7602649	Grant Carroll	Ontario	Ontario	Corporate
3290,,78666432	Giulietta Dortch	Ontario	Ontario	Corporate
3291,,103043219	Eleni McCrary	Ontario	Ontario	Corporate
3292,,29364014	David Smith	Nova Scotia	Atlantic	Small Business
3293,,26154365	Sean Wendt	Nova Scotia	Atlantic	Corporate
3294,,16320930	Anthony Garverick	Nova Scotia	Atlantic	Small Business
3295,,24606708	Adrian Hane	Alberta	West	Corporate
3296,,26871677	Cathy Prescott	Alberta	West	Corporate
3297,,23953185	Tracy Poddar	Newfoundland	Atlantic	Corporate
3298,,59819667	Matt Collister	Ontario	Ontario	Home Office
3299,,16637514	Phillip Breyer	Ontario	Ontario	Corporate
3300,,64970238	Kimberly Carter	Quebec	Quebec	Small Business
3301,,99006294	Alyssa Crouse	Alberta	West	Home Office
3302,,73907286	Denny Joy	Ontario	Ontario	Corporate
3303,,96313090	Brian Stugart	Quebec	Quebec	Consumer
3304,,78750599	Bradley Talbott	Nova Scotia	Atlantic	Corporate
3305,,65794635	Carol Triggs	Quebec	Quebec	Corporate
3306,,28204770	Amy Cox	Ontario	Ontario	Home Office
3307,,4926578	Michelle Tran	Quebec	Quebec	Home Office
3308,,28497631	Eric Barreto	Ontario	Ontario	Consumer
3309,,55792985	David Flashing	Nova Scotia	Atlantic	Consumer
3310,,70402918	Deborah Brumfield	Nova Scotia	Atlantic	Small Business
3311,,42923007	Janet Martin	Quebec	Quebec	Corporate
3312,,8361959	Keith Herrera	Quebec	Quebec	Small Business
3313,,87335700	Natalie Fritzler	Ontario	Ontario	Home Office
3314,,69983258	Giulietta Dortch	Quebec	Quebec	Corporate
3315,,60796863	Jill Fjeld	Manitoba	Prarie	Home Office
3316,,48301253	Hunter Lopez	Newfoundland	Atlantic	Consumer
3317,,81685115	Harold Dahlen	British Columbia	West	Consumer
3318,,35175537	Joseph Holt	Saskachewan	Prarie	Home Office
3319,,96945026	Debra Catini	Ontario	Ontario	Small Business
3320,,99662735	Eric Barreto	Newfoundland	Atlantic	Small Business
3321,,34003222	Harry Greene	Alberta	West	Corporate
3322,,29764059	Bill Eplett	Saskachewan	Prarie	Corporate
3323,,19637851	Anne McFarland	Yukon	Yukon	Consumer
3324,,85598616	Bart Folk	Quebec	Quebec	Corporate
3325,,72667470	Bill Donatelli	Ontario	Ontario	Small Business
3326,,10035142	Janet Martin	Newfoundland	Atlantic	Corporate
3327,,16089776	Carlos Soltero	Prince Edward Island	Atlantic	Small Business
3328,,16533423	Joy Smith	Manitoba	Prarie	Consumer
3329,,98550002	Erica Hackney	Ontario	Ontario	Small Business
3330,,51397901	Karl Brown	Ontario	Ontario	Home Office
3331,,68382142	Nicole Brennan	Quebec	Quebec	Home Office
3332,,63128167	Liz Willingham	Ontario	Ontario	Corporate
3333,,71235667	Dianna Arnett	Ontario	Ontario	Home Office
3334,,14093031	Lindsay Castell	Quebec	Quebec	Corporate
3335,,82879640	Bobby Elias	Ontario	Ontario	Small Business
3336,,94359543	Toby Knight	Manitoba	Prarie	Consumer
3337,,21513268	Tom Stivers	Saskachewan	Prarie	Corporate
3338,,86353944	Sylvia Foulston	Nova Scotia	Atlantic	Corporate
3339,,59257458	Kalyca Meade	Ontario	Ontario	Corporate
3340,,45040261	Jenna Caffey	Prince Edward Island	Atlantic	Consumer
3341,,98169666	Neil Ducich	Nova Scotia	Atlantic	Home Office
3342,,88686363	Mary O'Rourke	British Columbia	West	Home Office
3343,,57428241	Rick Huthwaite	British Columbia	West	Corporate
3344,,26827600	Laurel Elliston	Quebec	Quebec	Home Office
3345,,31445683	Ivan Gibson	Manitoba	Prarie	Corporate
3346,,38709595	Mark Hamilton	Saskachewan	Prarie	Home Office
3347,,95834317	Clay Rozendal	Nunavut	Nunavut	Corporate
3348,,70286456	Roland Fjeld	Yukon	Yukon	Corporate
3349,,9690051	Lisa DeCherney	New Brunswick	Atlantic	Corporate
3350,,37469927	Katherine Ducich	British Columbia	West	Corporate
3351,,106662918	Speros Goranitis	Quebec	Quebec	Corporate
3352,,38345574	Brad Thomas	Quebec	Quebec	Home Office
3353,,14547307	Ken Brennan	Ontario	Ontario	Home Office
3354,,99554235	Giulietta Baptist	British Columbia	West	Home Office
3355,,41561683	Robert Waldorf	Manitoba	Prarie	Home Office
3356,,90970454	Anthony Garverick	Yukon	Yukon	Small Business
3357,,92171058	Katherine Murray	Quebec	Quebec	Home Office
3358,,36982496	Mike Kennedy	British Columbia	West	Corporate
3359,,58381259	Carlos Meador	Newfoundland	Atlantic	Corporate
3360,,40573457	Ben Peterman	Ontario	Ontario	Corporate
3361,,77082747	Julie Kriz	Nova Scotia	Atlantic	Corporate
3362,,85936564	Muhammed Lee	Quebec	Quebec	Consumer
3363,,21091134	Tony Molinari	Ontario	Ontario	Corporate
3364,,96403643	Chris McAfee	British Columbia	West	Consumer
3365,,79430948	Ann Blume	Ontario	Ontario	Corporate
3366,,88877641	Eric Murdock	Yukon	Yukon	Home Office
3367,,53475838	Adrian Hane	Northwest Territories	Northwest Territories	Corporate
3368,,18270898	Dianna Arnett	Newfoundland	Atlantic	Home Office
3369,,51524374	Giulietta Dortch	Nova Scotia	Atlantic	Corporate
3370,,50035826	Nicole Brennan	Alberta	West	Consumer
3371,,11408122	Dorothy Dickinson	Ontario	Ontario	Corporate
3372,,25882629	Cynthia Voltz	Quebec	Quebec	Corporate
3373,,88591198	Eleni McCrary	Quebec	Quebec	Corporate
3374,,67565029	Neil Ducich	British Columbia	West	Home Office
3375,,51140110	Phillip Breyer	New Brunswick	Atlantic	Corporate
3376,,102153138	Andrew Roberts	Alberta	West	Small Business
3377,,82568232	Amy Cox	Newfoundland	Atlantic	Small Business
3378,,95323982	Janet Martin	Nova Scotia	Atlantic	Corporate
3379,,65176427	Brian Thompson	Manitoba	Prarie	Home Office
3380,,77066787	Matt Abelman	Nova Scotia	Atlantic	Consumer
3381,,20979572	Chris McAfee	Yukon	Yukon	Consumer
3382,,38262641	Tiffany House	Saskachewan	Prarie	Corporate
3383,,99162955	Anthony Jacobs	Alberta	West	Home Office
3384,,57145231	Emily Phan	Nova Scotia	Atlantic	Consumer
3385,,12518883	Nicole Brennan	British Columbia	West	Consumer
3386,,46389525	Sally Knutson	Nova Scotia	Atlantic	Corporate
3387,,61652309	Matt Abelman	Manitoba	Prarie	Home Office
3388,,90467666	Mitch Gastineau	Alberta	West	Corporate
3389,,12801101	Julia Barnett	Nova Scotia	Atlantic	Corporate
3390,,45761281	Rick Reed	Quebec	Quebec	Consumer
3391,,69572908	Karen Carlisle	Yukon	Yukon	Home Office
3392,,45678228	Sara Luxemburg	Ontario	Ontario	Small Business
3393,,83589867	Nicole Brennan	Newfoundland	Atlantic	Consumer
3394,,25377321	Muhammed Yedwab	Quebec	Quebec	Consumer
3395,,45759427	Alex Grayson	Newfoundland	Atlantic	Consumer
3396,,52866664	Jennifer Patt	Quebec	Quebec	Home Office
3397,,10328710	Evan Minnotte	Manitoba	Prarie	Corporate
3398,,46897051	Irene Maddox	Yukon	Yukon	Consumer
3399,,88389057	Roger Barcio	Alberta	West	Corporate
3400,,45504324	Andrew Gjertsen	Northwest Territories	Northwest Territories	Consumer
3401,,102041571	Eric Barreto	Nova Scotia	Atlantic	Consumer
3402,,13009089	Gene McClure	Quebec	Quebec	Consumer
3403,,35404813	Dan Campbell	Nova Scotia	Atlantic	Small Business
3404,,85839759	Troy Staebel	Ontario	Ontario	Small Business
3405,,73150949	Chuck Magee	Manitoba	Prarie	Corporate
3406,,23702536	Amy Cox	Yukon	Yukon	Small Business
3407,,57727451	Ed Jacobs	British Columbia	West	Small Business
3408,,81927718	Liz Willingham	Nova Scotia	Atlantic	Home Office
3409,,54976397	Susan Vittorini	Prince Edward Island	Atlantic	Corporate
3410,,44863503	Grant Thornton	Quebec	Quebec	Corporate
3411,,71617670	Quincy Jones	New Brunswick	Atlantic	Home Office
3412,,7499162	Rick Reed	Northwest Territories	Northwest Territories	Consumer
3413,,59356019	Adrian Barton	Alberta	West	Small Business
3414,,67304326	Craig Carreira	Saskachewan	Prarie	Corporate
3415,,24333725	Hunter Lopez	Ontario	Ontario	Consumer
3416,,50681325	Dean Percer	Quebec	Quebec	Home Office
3417,,31295548	Katrina Edelman	Alberta	West	Corporate
3418,,96048266	Harold Dahlen	Alberta	West	Consumer
3419,,95681602	Karl Brown	Newfoundland	Atlantic	Corporate
3420,,52225170	Thea Hendricks	British Columbia	West	Home Office
3421,,49310468	Parhena Norris	British Columbia	West	Home Office
3422,,89257969	Sarah Bern	British Columbia	West	Corporate
3423,,26155039	Chad Cunningham	Prince Edward Island	Atlantic	Small Business
3424,,71138125	Aleksandra Gannaway	British Columbia	West	Home Office
3425,,28264061	Dean Percer	Yukon	Yukon	Home Office
3426,,36195642	Brian Stugart	Ontario	Ontario	Corporate
3427,,109421866	John Grady	Ontario	Ontario	Corporate
3428,,62867073	Emily Grady	Saskachewan	Prarie	Home Office
3429,,93675598	Karl Brown	Quebec	Quebec	Corporate
3430,,24337046	Heather Jas	Nova Scotia	Atlantic	Corporate
3431,,94522709	Aleksandra Gannaway	Saskachewan	Prarie	Home Office
3432,,96116604	Jason Gross	Ontario	Ontario	Small Business
3433,,31215298	Jay Fine	Yukon	Yukon	Consumer
3434,,93475684	Anthony Witt	Saskachewan	Prarie	Corporate
3435,,33741844	Eleni McCrary	Ontario	Ontario	Home Office
3436,,91504189	Randy Bradley	Saskachewan	Prarie	Corporate
3437,,49105511	Evan Henry	Nova Scotia	Atlantic	Corporate
3438,,96127896	Michelle Ellison	Ontario	Ontario	Home Office
3439,,12083055	Ed Jacobs	Newfoundland	Atlantic	Small Business
3440,,10791341	Grant Carroll	Nunavut	Nunavut	Corporate
3441,,96264962	Brian Moss	British Columbia	West	Corporate
3442,,94730893	Monica Federle	Nunavut	Nunavut	Corporate
3443,,78017605	Joni Wasserman	British Columbia	West	Consumer
3444,,33774473	Dan Campbell	Yukon	Yukon	Small Business
3445,,31282636	Anthony Garverick	Quebec	Quebec	Small Business
3446,,71600295	Tony Sayre	Quebec	Quebec	Small Business
3447,,63292596	Kean Thornton	British Columbia	West	Corporate
3448,,44799824	Mark Haberlin	Yukon	Yukon	Small Business
3449,,75286027	Jeremy Pistek	Yukon	Yukon	Corporate
3450,,72387039	Dennis Bolton	Nova Scotia	Atlantic	Small Business
3451,,61340538	Barry Weirich	Northwest Territories	Northwest Territories	Corporate
3452,,14293127	Damala Kotsonis	Quebec	Quebec	Corporate
3453,,72355770	Sean Wendt	Manitoba	Prarie	Corporate
3454,,23647299	Grace Kelly	Alberta	West	Consumer
3455,,74478263	Chuck Sachs	Newfoundland	Atlantic	Consumer
3456,,30084133	Denise Leinenbach	Nova Scotia	Atlantic	Home Office
3457,,39017689	Shahid Collister	Ontario	Ontario	Home Office
3458,,86443655	John Grady	British Columbia	West	Corporate
3459,,71514953	Nicole Fjeld	Saskachewan	Prarie	Small Business
3460,,54917669	Erica Bern	Manitoba	Prarie	Corporate
3461,,90409940	Jason Klamczynski	Saskachewan	Prarie	Small Business
3462,,51018321	Guy Thornton	Manitoba	Prarie	Corporate
3463,,84497472	Khloe Miller	Nova Scotia	Atlantic	Home Office
3464,,37603216	Liz Price	Nova Scotia	Atlantic	Corporate
3465,,31325721	Giulietta Dortch	Newfoundland	Atlantic	Consumer
3466,,21270971	Tracy Collins	New Brunswick	Atlantic	Corporate
3467,,10983392	Raymond Fair	Newfoundland	Atlantic	Small Business
3468,,104955257	Maria Etezadi	Alberta	West	Home Office
3469,,86769142	Hallie Redmond	Alberta	West	Small Business
3470,,22439533	George Zrebassa	Ontario	Ontario	Home Office
3471,,79695933	Muhammed Lee	Newfoundland	Atlantic	Consumer
3472,,20807427	Nathan Mautz	Manitoba	Prarie	Corporate
3473,,21904093	Grant Donatelli	Alberta	West	Consumer
3474,,86027092	Jay Fine	Newfoundland	Atlantic	Consumer
3475,,85156954	Carlos Meador	Ontario	Ontario	Corporate
3476,,66524971	Eric Barreto	Yukon	Yukon	Small Business
3477,,20860077	Liz Price	British Columbia	West	Consumer
3478,,90732122	Dan Campbell	Newfoundland	Atlantic	Small Business
3479,,33447795	Brad Thomas	Newfoundland	Atlantic	Corporate
3480,,10656473	Lisa DeCherney	New Brunswick	Atlantic	Consumer
3481,,57227532	Christy Brittain	Ontario	Ontario	Consumer
3482,,81677975	Craig Yedwab	Nova Scotia	Atlantic	Consumer
3483,,9194738	Ashley Jarboe	Saskachewan	Prarie	Home Office
3484,,67873838	Andy Reiter	Quebec	Quebec	Corporate
3485,,17649315	Paul Knutson	Newfoundland	Atlantic	Corporate
3486,,99251719	Toby Carlisle	Quebec	Quebec	Home Office
3487,,93406185	Shirley Jackson	British Columbia	West	Corporate
3488,,59398504	Sara Luxemburg	British Columbia	West	Small Business
3489,,68213457	Mark Packer	Ontario	Ontario	Small Business
3490,,16917108	Maya Herman	Nova Scotia	Atlantic	Corporate
3491,,102405473	Eric Murdock	British Columbia	West	Home Office
3492,,81976054	Nathan Mautz	British Columbia	West	Home Office
3493,,22836729	Fred McMath	Newfoundland	Atlantic	Small Business
3494,,57185034	Brad Thomas	Quebec	Quebec	Corporate
3495,,43111170	Benjamin Venier	Nova Scotia	Atlantic	Small Business
3496,,34397851	Ben Peterman	Newfoundland	Atlantic	Corporate
3497,,41926635	Cathy Hwang	Nova Scotia	Atlantic	Home Office
